Regulating prices in NOK/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 24-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
10-11-2021,21 - 22,"987,45","927,41","987,45","927,41","99,14","0,00","99,14","0,00","987,45","927,41",,,,,,,,,,,,,,
10-11-2021,22 - 23,"987,45","904,80","987,45","904,80","47,10","0,00","47,10","0,00","987,45","904,80",,,,,,,,,,,,,,
10-11-2021,23 - 00,"967,70","868,56","967,70","868,56","35,05","-4,94","35,05","-4,94","967,70","868,56",,,,,,,,,,,,,,
11-11-2021,00 - 01,"1015,12","885,12","1015,12","885,12","147,83","-4,93","147,83","-4,93","1015,12","885,12",,,,,,,,,,,,,,
11-11-2021,01 - 02,"985,55","870,14","985,55","870,14","167,54","33,21","167,54","33,21","985,55","870,14",,,,,,,,,,,,,,
11-11-2021,02 - 03,"985,55","864,43","985,55","864,43","172,47","34,10","172,47","34,10","985,55","864,43",,,,,,,,,,,,,,
11-11-2021,03 - 04,"985,55","862,45","985,55","862,45","172,47","37,75","172,47","37,75","985,55","862,45",,,,,,,,,,,,,,
11-11-2021,04 - 05,"985,55","859,20","985,55","859,20","172,47","42,77","172,47","42,77","985,55","859,20",,,,,,,,,,,,,,
11-11-2021,05 - 06,"985,55","859,60","985,55","859,60","172,47","86,53","172,47","86,53","985,55","859,60",,,,,,,,,,,,,,
11-11-2021,06 - 07,"985,55","877,73","985,55","877,73","172,47","105,95","172,47","105,95","985,55","877,73",,,,,,,,,,,,,,
11-11-2021,07 - 08,"985,55","880,98","985,55","880,98","172,47","78,84","172,47","78,84","985,55","880,98",,,,,,,,,,,,,,
11-11-2021,08 - 09,"985,55","898,72","985,55","898,72","119,94","39,42","119,94","39,42","985,55","898,72",,,,,,,,,,,,,,
11-11-2021,09 - 10,"912,32","912,32","912,32","912,32","122,41","39,42","122,41","39,42","912,32","912,32",,,,,,,,,,,,,,
11-11-2021,10 - 11,"1034,83","910,75","1034,83","910,75","124,97","39,42","124,97","39,42","1034,83","910,75",,,,,,,,,,,,,,
11-11-2021,11 - 12,"985,55","898,03","985,55","898,03","125,36","19,71","125,36","19,71","985,55","898,03",,,,,,,,,,,,,,
11-11-2021,12 - 13,"975,00","886,90","975,00","886,90","125,95","19,71","125,95","19,71","975,00","886,90",,,,,,,,,,,,,,
11-11-2021,13 - 14,"881,97","881,97","881,97","881,97","125,95","25,00","125,95","25,00","881,97","881,97",,,,,,,,,,,,,,
11-11-2021,14 - 15,"887,39","887,39","887,39","887,39","125,36","125,36","125,36","125,36","887,39","887,39",,,,,,,,,,,,,,
11-11-2021,15 - 16,"970,77","879,60","970,77","879,60","123,29","123,29","123,29","123,29","970,77","879,60",,,,,,,,,,,,,,
11-11-2021,16 - 17,"980,00","891,92","980,00","891,92","121,81","121,81","121,81","121,81","980,00","891,92",,,,,,,,,,,,,,
11-11-2021,17 - 18,"975,00","931,54","975,00","931,54","189,23","125,26","189,23","125,26","975,00","931,54",,,,,,,,,,,,,,
11-11-2021,18 - 19,"975,00","925,53","975,00","925,53","189,23","127,43","189,23","127,43","975,00","925,53",,,,,,,,,,,,,,
11-11-2021,19 - 20,"915,67","915,67","915,67","915,67","189,32","125,46","189,32","125,46","915,67","915,67",,,,,,,,,,,,,,
11-11-2021,20 - 21,"975,00","900,10","975,00","900,10","126,05","126,05","126,05","126,05","975,00","900,10",,,,,,,,,,,,,,
11-11-2021,21 - 22,"975,00","895,86","975,00","895,86","125,36","125,36","125,36","125,36","975,00","895,86",,,,,,,,,,,,,,
11-11-2021,22 - 23,"975,00","883,35","975,00","883,35","119,65","119,65","119,65","119,65","975,00","883,35",,,,,,,,,,,,,,
11-11-2021,23 - 00,"985,55","866,59","985,55","866,59","106,24","106,24","106,24","106,24","985,55","866,59",,,,,,,,,,,,,,
12-11-2021,00 - 01,"899,32","899,32","899,32","899,32","108,83","108,83","108,83","108,83","899,32","899,32",,,,,,,,,,,,,,
12-11-2021,01 - 02,"888,54","888,54","888,54","888,54","110,31","110,31","110,31","110,31","888,54","888,54",,,,,,,,,,,,,,
12-11-2021,02 - 03,"883,31","879,75","883,31","879,75","109,82","109,82","109,82","109,82","883,31","879,75",,,,,,,,,,,,,,
12-11-2021,03 - 04,"880,93","879,75","880,93","879,75","113,08","113,08","113,08","113,08","880,93","879,75",,,,,,,,,,,,,,
12-11-2021,04 - 05,"884,89","884,89","884,89","884,89","119,11","119,11","119,11","119,11","884,89","884,89",,,,,,,,,,,,,,
12-11-2021,05 - 06,"1010,00","888,05","1010,00","888,05","133,44","88,96","133,44","88,96","1010,00","888,05",,,,,,,,,,,,,,
12-11-2021,06 - 07,"1037,90","915,73","1037,90","915,73","132,75","88,96","132,75","88,96","1037,90","915,73",,,,,,,,,,,,,,
12-11-2021,07 - 08,"1037,90","960,41","1037,90","960,41","135,52","88,96","135,52","88,96","1037,90","960,41",,,,,,,,,,,,,,
12-11-2021,08 - 09,"1067,56","986,01","1067,56","986,01","137,00","98,85","137,00","98,85","1067,56","986,01",,,,,,,,,,,,,,
12-11-2021,09 - 10,"1047,79","966,24","1047,79","966,24","137,79","49,42","137,79","49,42","1047,79","966,24",,,,,,,,,,,,,,
12-11-2021,10 - 11,"953,19","953,19","953,19","953,19","142,24","20,56","142,24","20,56","953,19","953,19",,,,,,,,,,,,,,
12-11-2021,11 - 12,"926,21","926,21","926,21","926,21","147,68","19,77","147,68","19,77","926,21","926,21",,,,,,,,,,,,,,
12-11-2021,12 - 13,"1018,13","925,32","1018,13","925,32","151,53","19,77","151,53","19,77","1018,13","925,32",,,,,,,,,,,,,,
12-11-2021,13 - 14,"1018,13","925,71","1018,13","925,71","159,24","50,00","159,24","50,00","1018,13","925,71",,,,,,,,,,,,,,
12-11-2021,14 - 15,"978,60","925,02","978,60","925,02","162,41","98,85","162,41","98,85","978,60","925,02",,,,,,,,,,,,,,
12-11-2021,15 - 16,"978,60","927,59","978,60","927,59","162,31","98,85","162,31","98,85","978,60","927,59",,,,,,,,,,,,,,
12-11-2021,16 - 17,"963,87","963,87","963,87","963,87","161,62","108,73","161,62","108,73","963,87","963,87",,,,,,,,,,,,,,
12-11-2021,17 - 18,"988,58","914,34","988,58","914,34","159,94","159,94","159,94","159,94","988,58","914,34",,,,,,,,,,,,,,
12-11-2021,18 - 19,"966,73","859,98","966,73","859,98","157,76","157,76","157,76","157,76","966,73","859,98",,,,,,,,,,,,,,
12-11-2021,19 - 20,"920,47","850,00","920,47","850,00","154,30","154,30","154,30","154,30","920,47","850,00",,,,,,,,,,,,,,
12-11-2021,20 - 21,"858,89","850,09","858,89","850,09","149,75","149,75","149,75","149,75","858,89","850,09",,,,,,,,,,,,,,
12-11-2021,21 - 22,"853,75","780,90","853,75","780,90","151,53","151,53","151,53","151,53","853,75","780,90",,,,,,,,,,,,,,
12-11-2021,22 - 23,"822,61","790,78","822,61","790,78","147,58","147,58","147,58","147,58","822,61","790,78",,,,,,,,,,,,,,
12-11-2021,23 - 00,"809,66","809,66","809,66","809,66","146,20","146,20","146,20","146,20","809,66","809,66",,,,,,,,,,,,,,
13-11-2021,00 - 01,"815,51","815,51","815,51","815,51","148,45","148,45","148,45","148,45","815,51","815,51",,,,,,,,,,,,,,
13-11-2021,01 - 02,"813,11","813,11","813,11","813,11","147,85","147,85","147,85","147,85","813,11","813,11",,,,,,,,,,,,,,
13-11-2021,02 - 03,"811,32","811,32","811,32","811,32","147,95","147,95","147,95","147,95","811,32","811,32",,,,,,,,,,,,,,
13-11-2021,03 - 04,"812,22","812,22","812,22","812,22","148,65","148,65","148,65","148,65","812,22","812,22",,,,,,,,,,,,,,
13-11-2021,04 - 05,"816,90","816,90","816,90","816,90","149,94","149,94","149,94","149,94","816,90","816,90",,,,,,,,,,,,,,
13-11-2021,05 - 06,"830,36","830,36","830,36","830,36","199,39","156,82","199,39","156,82","830,36","830,36",,,,,,,,,,,,,,
13-11-2021,06 - 07,"859,57","859,57","859,57","859,57","220,00","157,22","220,00","157,22","859,57","859,57",,,,,,,,,,,,,,
13-11-2021,07 - 08,"874,42","874,42","874,42","874,42","220,00","167,59","220,00","167,59","874,42","874,42",,,,,,,,,,,,,,
13-11-2021,08 - 09,"977,01","912,81","977,01","912,81","220,53","174,17","220,53","174,17","977,01","912,81",,,,,,,,,,,,,,
13-11-2021,09 - 10,"980,00","939,33","980,00","939,33","245,35","194,50","245,35","194,50","980,00","939,33",,,,,,,,,,,,,,
13-11-2021,10 - 11,"1086,68","960,66","1086,68","960,66","225,00","178,85","225,00","178,85","1086,68","960,66",,,,,,,,,,,,,,
13-11-2021,11 - 12,"1086,68","964,15","1086,68","964,15","225,00","178,35","225,00","178,35","1086,68","964,15",,,,,,,,,,,,,,
13-11-2021,12 - 13,"1081,69","960,46","1081,69","960,46","225,00","174,47","225,00","174,47","1081,69","960,46",,,,,,,,,,,,,,
13-11-2021,13 - 14,"986,98","953,78","986,98","953,78","225,00","173,77","225,00","173,77","986,98","953,78",,,,,,,,,,,,,,
13-11-2021,14 - 15,"951,49","951,49","951,49","951,49","225,00","172,07","225,00","172,07","951,49","951,49",,,,,,,,,,,,,,
13-11-2021,15 - 16,"955,38","955,38","955,38","955,38","225,00","169,38","225,00","169,38","955,38","955,38",,,,,,,,,,,,,,
13-11-2021,16 - 17,"975,22","975,22","975,22","975,22","225,00","169,18","225,00","169,18","975,22","975,22",,,,,,,,,,,,,,
13-11-2021,17 - 18,"988,48","988,48","988,48","988,48","225,00","164,00","225,00","164,00","988,48","988,48",,,,,,,,,,,,,,
13-11-2021,18 - 19,"979,80","979,80","979,80","979,80","225,00","163,00","225,00","163,00","979,80","979,80",,,,,,,,,,,,,,
13-11-2021,19 - 20,"969,63","969,63","969,63","969,63","200,00","169,28","200,00","169,28","969,63","969,63",,,,,,,,,,,,,,
13-11-2021,20 - 21,"955,98","955,98","955,98","955,98","200,00","159,51","200,00","159,51","955,98","955,98",,,,,,,,,,,,,,
13-11-2021,21 - 22,"953,08","953,08","953,08","953,08","200,00","149,54","200,00","149,54","953,08","953,08",,,,,,,,,,,,,,
13-11-2021,22 - 23,"958,07","958,07","958,07","958,07","200,00","145,55","200,00","145,55","958,07","958,07",,,,,,,,,,,,,,
13-11-2021,23 - 00,"953,48","953,48","953,48","953,48","199,69","141,97","199,69","141,97","953,48","953,48",,,,,,,,,,,,,,
14-11-2021,00 - 01,"974,68","974,68","974,68","974,68","199,02","150,85","199,02","150,85","974,68","974,68",,,,,,,,,,,,,,
14-11-2021,01 - 02,"962,74","962,74","962,74","962,74","199,02","145,78","199,02","145,78","962,74","962,74",,,,,,,,,,,,,,
14-11-2021,02 - 03,"959,16","959,16","959,16","959,16","199,02","140,80","199,02","140,80","959,16","959,16",,,,,,,,,,,,,,
14-11-2021,03 - 04,"957,37","957,37","957,37","957,37","179,11","139,31","179,11","139,31","957,37","957,37",,,,,,,,,,,,,,
14-11-2021,04 - 05,"952,99","952,99","952,99","952,99","146,28","146,28","146,28","146,28","952,99","952,99",,,,,,,,,,,,,,
14-11-2021,05 - 06,"931,59","931,59","931,59","931,59","150,95","150,95","150,95","150,95","931,59","931,59",,,,,,,,,,,,,,
14-11-2021,06 - 07,"932,39","932,39","932,39","932,39","147,97","147,97","147,97","147,97","932,39","932,39",,,,,,,,,,,,,,
14-11-2021,07 - 08,"953,68","953,68","953,68","953,68","198,12","151,25","198,12","151,25","953,68","953,68",,,,,,,,,,,,,,
14-11-2021,08 - 09,"964,43","964,43","964,43","964,43","228,87","162,99","228,87","162,99","964,43","964,43",,,,,,,,,,,,,,
14-11-2021,09 - 10,"967,62","967,62","967,62","967,62","228,87","173,14","228,87","173,14","967,62","967,62",,,,,,,,,,,,,,
14-11-2021,10 - 11,"977,17","977,17","977,17","977,17","228,87","180,01","228,87","180,01","977,17","977,17",,,,,,,,,,,,,,
14-11-2021,11 - 12,"980,35","855,77","980,35","855,77","185,58","185,58","185,58","185,58","980,35","855,77",,,,,,,,,,,,,,
14-11-2021,12 - 13,"971,30","855,77","971,30","855,77","184,39","184,39","184,39","184,39","971,30","855,77",,,,,,,,,,,,,,
14-11-2021,13 - 14,"967,81","855,77","967,81","855,77","186,18","186,18","186,18","186,18","967,81","855,77",,,,,,,,,,,,,,
14-11-2021,14 - 15,"968,11","855,77","968,11","855,77","200,61","200,61","200,61","200,61","968,11","855,77",,,,,,,,,,,,,,
14-11-2021,15 - 16,"977,77","855,77","977,77","855,77","223,79","223,79","223,79","223,79","977,77","855,77",,,,,,,,,,,,,,
14-11-2021,16 - 17,"1022,74","895,57","1022,74","895,57","226,98","226,98","226,98","226,98","1022,74","895,57",,,,,,,,,,,,,,
14-11-2021,17 - 18,"1064,93","895,57","1064,93","895,57","213,35","213,35","213,35","213,35","1064,93","895,57",,,,,,,,,,,,,,
14-11-2021,18 - 19,"1026,72","895,57","1026,72","895,57","187,17","187,17","187,17","187,17","1026,72","895,57",,,,,,,,,,,,,,
14-11-2021,19 - 20,"994,78","994,78","994,78","994,78","169,56","169,56","169,56","169,56","994,78","994,78",,,,,,,,,,,,,,
14-11-2021,20 - 21,"967,91","967,91","967,91","967,91","154,73","109,46","154,73","109,46","967,91","967,91",,,,,,,,,,,,,,
14-11-2021,21 - 22,"967,62","967,62","967,62","967,62","146,38","29,85","146,38","29,85","967,62","967,62",,,,,,,,,,,,,,
14-11-2021,22 - 23,"938,06","938,06","938,06","938,06","138,81","9,95","138,81","9,95","938,06","938,06",,,,,,,,,,,,,,
14-11-2021,23 - 00,"995,08","924,83","995,08","924,83","137,32","9,95","137,32","9,95","995,08","924,83",,,,,,,,,,,,,,
15-11-2021,00 - 01,"980,00","923,14","980,00","923,14","141,50","9,95","141,50","9,95","980,00","923,14",,,,,,,,,,,,,,
15-11-2021,01 - 02,"980,00","906,62","980,00","906,62","139,21","9,95","139,21","9,95","980,00","906,62",,,,,,,,,,,,,,
15-11-2021,02 - 03,"970,00","905,12","970,00","905,12","135,93","9,95","135,93","9,95","970,00","905,12",,,,,,,,,,,,,,
15-11-2021,03 - 04,"970,00","905,92","970,00","905,92","131,65","0,00","131,65","0,00","970,00","905,92",,,,,,,,,,,,,,
15-11-2021,04 - 05,"975,18","913,58","975,18","913,58","135,13","0,00","135,13","0,00","975,18","913,58",,,,,,,,,,,,,,
15-11-2021,05 - 06,"975,18","930,10","975,18","930,10","136,62","49,75","136,62","49,75","975,18","930,10",,,,,,,,,,,,,,
15-11-2021,06 - 07,"976,77","976,77","976,77","976,77","135,53","69,66","135,53","69,66","976,77","976,77",,,,,,,,,,,,,,
15-11-2021,07 - 08,"1000,45","1000,45","1000,45","1000,45","139,71","139,71","139,71","139,71","1000,45","1000,45",,,,,,,,,,,,,,
15-11-2021,08 - 09,"1017,47","1017,47","1017,47","1017,47","141,30","141,30","141,30","141,30","1017,47","1017,47",,,,,,,,,,,,,,
15-11-2021,09 - 10,"995,98","995,98","995,98","995,98","142,00","89,56","142,00","89,56","995,98","995,98",,,,,,,,,,,,,,
15-11-2021,10 - 11,"1094,59","991,40","1094,59","991,40","141,80","99,51","141,80","99,51","1094,59","991,40",,,,,,,,,,,,,,
15-11-2021,11 - 12,"1094,59","979,86","1094,59","979,86","141,80","79,61","141,80","79,61","1094,59","979,86",,,,,,,,,,,,,,
15-11-2021,12 - 13,"1094,59","980,45","1094,59","980,45","141,90","63,49","141,90","63,49","1094,59","980,45",,,,,,,,,,,,,,
15-11-2021,13 - 14,"1094,59","991,10","1094,59","991,10","142,10","64,18","142,10","64,18","1094,59","991,10",,,,,,,,,,,,,,
15-11-2021,14 - 15,"1084,64","994,18","1084,64","994,18","141,30","64,18","141,30","64,18","1084,64","994,18",,,,,,,,,,,,,,
15-11-2021,15 - 16,"1084,64","1002,24","1084,64","1002,24","140,11","59,70","140,11","59,70","1084,64","1002,24",,,,,,,,,,,,,,
15-11-2021,16 - 17,"1084,64","1019,16","1084,64","1019,16","139,71","59,70","139,71","59,70","1084,64","1019,16",,,,,,,,,,,,,,
15-11-2021,17 - 18,"1084,64","1058,57","1084,64","1058,57","138,22","49,75","138,22","49,75","1084,64","1058,57",,,,,,,,,,,,,,
15-11-2021,18 - 19,"1084,64","1012,99","1084,64","1012,99","138,71","49,75","138,71","49,75","1084,64","1012,99",,,,,,,,,,,,,,
15-11-2021,19 - 20,"1054,78","975,18","1054,78","975,18","139,61","59,70","139,61","59,70","1054,78","975,18",,,,,,,,,,,,,,
15-11-2021,20 - 21,"1050,00","957,17","1050,00","957,17","140,01","59,70","140,01","59,70","1050,00","957,17",,,,,,,,,,,,,,
15-11-2021,21 - 22,"1050,00","956,87","1050,00","956,87","140,21","19,90","140,21","19,90","1050,00","956,87",,,,,,,,,,,,,,
15-11-2021,22 - 23,"1059,76","936,27","1059,76","936,27","140,11","19,90","140,11","19,90","1059,76","936,27",,,,,,,,,,,,,,
15-11-2021,23 - 00,"1044,83","928,21","1044,83","928,21","138,42","49,75","138,42","49,75","1044,83","928,21",,,,,,,,,,,,,,
16-11-2021,00 - 01,"1074,69","959,26","1074,69","959,26","125,18","59,70","125,18","59,70","1074,69","959,26",,,,,,,,,,,,,,
16-11-2021,01 - 02,"1050,00","942,34","1050,00","942,34","125,48","69,66","125,48","69,66","1050,00","942,34",,,,,,,,,,,,,,
16-11-2021,02 - 03,"934,78","934,78","934,78","934,78","126,87","126,87","126,87","126,87","934,78","934,78",,,,,,,,,,,,,,
16-11-2021,03 - 04,"933,09","933,09","933,09","933,09","129,76","129,76","129,76","129,76","933,09","933,09",,,,,,,,,,,,,,
16-11-2021,04 - 05,"934,78","934,78","934,78","934,78","135,83","99,51","135,83","99,51","934,78","934,78",,,,,,,,,,,,,,
16-11-2021,05 - 06,"950,70","950,70","950,70","950,70","141,00","79,61","141,00","79,61","950,70","950,70",,,,,,,,,,,,,,
16-11-2021,06 - 07,"956,67","956,67","956,67","956,67","141,80","79,61","141,80","79,61","956,67","956,67",,,,,,,,,,,,,,
16-11-2021,07 - 08,"990,50","890,60","990,50","890,60","148,47","79,61","148,47","79,61","990,50","890,60",,,,,,,,,,,,,,
16-11-2021,08 - 09,"1012,89","890,60","1012,89","890,60","150,85","79,61","150,85","79,61","1012,89","890,60",,,,,,,,,,,,,,
16-11-2021,09 - 10,"991,80","895,57","991,80","895,57","150,95","89,56","150,95","89,56","991,80","895,57",,,,,,,,,,,,,,
16-11-2021,10 - 11,"990,70","885,62","990,70","885,62","150,95","79,61","150,95","79,61","990,70","885,62",,,,,,,,,,,,,,
16-11-2021,11 - 12,"985,63","885,62","985,63","885,62","151,75","79,61","151,75","79,61","985,63","885,62",,,,,,,,,,,,,,
16-11-2021,12 - 13,"1074,69","980,95","1074,69","980,95","153,24","104,48","153,24","104,48","1074,69","980,95",,,,,,,,,,,,,,
16-11-2021,13 - 14,"1074,69","979,95","1074,69","979,95","152,74","152,74","152,74","152,74","1074,69","979,95",,,,,,,,,,,,,,
16-11-2021,14 - 15,"1074,69","973,19","1074,69","973,19","151,95","151,95","151,95","151,95","1074,69","973,19",,,,,,,,,,,,,,
16-11-2021,15 - 16,"1074,69","983,54","1074,69","983,54","151,45","151,45","151,45","151,45","1074,69","983,54",,,,,,,,,,,,,,
16-11-2021,16 - 17,"1094,59","986,22","1094,59","986,22","150,16","150,16","150,16","150,16","1094,59","986,22",,,,,,,,,,,,,,
16-11-2021,17 - 18,"1100,00","997,77","1100,00","997,77","148,47","148,47","148,47","148,47","1100,00","997,77",,,,,,,,,,,,,,
16-11-2021,18 - 19,"1100,00","982,04","1100,00","982,04","148,57","148,57","148,57","148,57","1100,00","982,04",,,,,,,,,,,,,,
16-11-2021,19 - 20,"1014,98","945,33","1014,98","945,33","147,47","147,47","147,47","147,47","1014,98","945,33",,,,,,,,,,,,,,
16-11-2021,20 - 21,"1015,00","938,86","1015,00","938,86","143,39","143,39","143,39","143,39","1015,00","938,86",,,,,,,,,,,,,,
16-11-2021,21 - 22,"935,97","935,97","935,97","935,97","180,00","141,70","180,00","141,70","935,97","935,97",,,,,,,,,,,,,,
16-11-2021,22 - 23,"925,42","923,53","925,42","923,53","180,00","141,10","180,00","141,10","925,42","923,53",,,,,,,,,,,,,,
16-11-2021,23 - 00,"925,42","893,58","925,42","893,58","179,31","130,75","179,31","130,75","925,42","893,58",,,,,,,,,,,,,,
17-11-2021,00 - 01,"1001,65","931,04","1001,65","931,04","174,45","131,40","174,45","131,40","1001,65","931,04",,,,,,,,,,,,,,
17-11-2021,01 - 02,"1020,00","917,25","1020,00","917,25","158,57","123,97","158,57","123,97","1020,00","917,25",,,,,,,,,,,,,,
17-11-2021,02 - 03,"1001,65","886,71","1001,65","886,71","121,29","121,29","121,29","121,29","1001,65","886,71",,,,,,,,,,,,,,
17-11-2021,03 - 04,"869,45","869,45","869,45","869,45","120,20","120,20","120,20","120,20","869,45","869,45",,,,,,,,,,,,,,
17-11-2021,04 - 05,"870,14","870,14","870,14","870,14","121,39","49,59","121,39","49,59","870,14","870,14",,,,,,,,,,,,,,
17-11-2021,05 - 06,"875,60","875,60","875,60","875,60","126,45","79,34","126,45","79,34","875,60","875,60",,,,,,,,,,,,,,
17-11-2021,06 - 07,"894,54","894,54","894,54","894,54","131,60","99,17","131,60","99,17","894,54","894,54",,,,,,,,,,,,,,
17-11-2021,07 - 08,"932,72","932,72","932,72","932,72","137,95","137,95","137,95","137,95","932,72","932,72",,,,,,,,,,,,,,
17-11-2021,08 - 09,"952,85","952,85","952,85","952,85","138,94","138,94","138,94","138,94","952,85","952,85",,,,,,,,,,,,,,
17-11-2021,09 - 10,"952,36","952,36","952,36","952,36","139,34","139,34","139,34","139,34","952,36","952,36",,,,,,,,,,,,,,
17-11-2021,10 - 11,"944,62","944,62","944,62","944,62","139,93","139,93","139,93","139,93","944,62","944,62",,,,,,,,,,,,,,
17-11-2021,11 - 12,"927,96","927,96","927,96","927,96","140,83","99,17","140,83","99,17","927,96","927,96",,,,,,,,,,,,,,
17-11-2021,12 - 13,"950,00","903,47","950,00","903,47","142,31","99,17","142,31","99,17","950,00","903,47",,,,,,,,,,,,,,
17-11-2021,13 - 14,"950,00","890,28","950,00","890,28","142,61","99,17","142,61","99,17","950,00","890,28",,,,,,,,,,,,,,
17-11-2021,14 - 15,"950,00","884,92","950,00","884,92","149,35","99,17","149,35","99,17","950,00","884,92",,,,,,,,,,,,,,
17-11-2021,15 - 16,"950,00","892,06","950,00","892,06","154,71","154,71","154,71","154,71","950,00","892,06",,,,,,,,,,,,,,
17-11-2021,16 - 17,"1050,00","912,39","1050,00","912,39","166,02","166,02","166,02","166,02","1050,00","912,39",,,,,,,,,,,,,,
17-11-2021,17 - 18,"1050,00","931,73","1050,00","931,73","166,51","166,51","166,51","166,51","1050,00","931,73",,,,,,,,,,,,,,
17-11-2021,18 - 19,"1031,40","900,69","1031,40","900,69","165,12","165,12","165,12","165,12","1031,40","900,69",,,,,,,,,,,,,,
17-11-2021,19 - 20,"942,14","869,65","942,14","869,65","198,35","163,44","198,35","163,44","942,14","869,65",,,,,,,,,,,,,,
